cID,ID_LAB,,Project,Origin,Farm_Com,Special,sampling_Year,Producer,Feedstock,Feedstock_grp,comp_Complete,Stones_larger_5mm,Impurities_larger_2_mm,pH_H2O,EC,NO3_N,NH4_N,NNO3_over_NNH4,OM_dry,OM_fresh,DM,Moisture,Volume_weight,OUR,Weed_seeds,Cellulose,Hemicellulose,Biodeg_pot,NDF,ADF,ADL,N_total,TC,IC,OC,C_over_N,Cd_total,Cr_total,Cu_total,Pb_total,Ni_total,Zn_total,Mn_total,As_total,P_total,K_total,Mg_total,Ca_total,Na_total,Fe_total,Al_total,Mn_CEC,Mg_CEC,Ca_CEC,K_CEC,Na_CEC,CEC_total,CEC_diff,total_bact_nspec,total_bact_gpos,total_Actinomycetes,total_bact_gneg,total_AM_fungi,total_Fungi,total_Biomass,prop_Fungi_Bact,ratio_Bact_Fungi,nem_total,nem_Simpson,nem_SW,nem_Channel,nem_Enrichment,nem_Structure,nem_Maturity,Part_size_31_5,Part_size_16,Part_size_12,Part_size_8,Part_size_4,Part_size_2,Part_size_1,Part_size_smaller_1,Bulk_dens_dry_r1,Bulk_dens_dry_r2,Bulk_dens_dry_r3,WHC_com_r1,WHC_com_r2,WHC_com_r3,WHC_com_24h_r1,WHC_com_24h_r2,WHC_com_24h_r3,WHC_com_min10kPa_r1,WHC_com_min10kPa_r2,WHC_com_min10kPa_r3,WHC_soil_r1,WHC_soil_r2,WHC_soil_r3,WHC_soil_24h_r1,WHC_soil_24h_r2,WHC_soil_24h_r3,WHC_soil_min10kPa_r1,WHC_soil_min10kPa_r2,WHC_soil_min10kPa_r3
C082,2020004184,IOK/VLACO/200213,BaW_Vlaco,Belgium,com,n,2020,,green,green,n,,,7.57,343,< 19.1769851631501,< 19.1769851631501,1,45.5,28.71,63.1,36.9,413.2,6.8,,15.3,4.4,1.13,37.1,32.7,17.44,0.83,24.10,< 0.08,24.10,29.00,,,,,,,,,1.19,3.91,1.93,11.64,0.22,5.47,1.77,,,,,,,,23.43,61.59,16.11,4.69,0.54,3.92,97.54,0.04,22.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C083,2020004185,IGE/VLACO/20224,BaW_Vlaco,Belgium,com,n,2020,,green,green,n,,,8.61,511,20.15509193,229.5273902,0.087811271,32.5,20.09,61.8,38.2,537.9,2.3,,5.4,2.7,0.63,21.1,18.3,12.88,1.02,16.80,0.16,16.64,16.60,,,,,,,,,1.78,5.06,2.96,18.62,0.33,7.40,2.77,,,,,,,,98.77,130.12,34.17,27.63,2.31,44.10,329.76,0.15,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C084,2020009107,IMOG/VLACO/GROEN/200716/DEC,BaW_Vlaco,Belgium,com,n,2020,,green,green,n,,,8.39,697,41.61975845,65.69730466,0.633507853,41.2,29.95,72.7,27.3,399.9,1.9,,9.3,9.9,1.23,34.8,24.9,15.55,1.38,24.80,0.24,24.56,18.00,,,,,,,215.60,,1.88,7.17,3.09,22.53,0.46,7.48,3.88,,,,,,,,95.11,211.96,57.56,23.78,3.99,10.27,366.85,0.03,32.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C085,2013010452,Sy31_IMOG/1/COMPOST/REF/<15/,Syneco,Belgium,com,n,2013,IMOG,green,green,n,,,7.785,740,< 18.5384473494191,152.2006527,0.06090134,35.7,25.03,70.1,29.9,384.75,13.8,,,,,,,,1.11,,,,,0.48,12.90,22.96,32.00,5.40,124.25,200.95,,1.86,9.58,3.61,26.57,0.63,6.28,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C086,2013012190,Sy49_IVM/1/COMPOST/REF/<20/,Syneco,Belgium,com,n,2013,IVM,green,green,n,,,7.875,420,57.81282955,30.88372654,1.87195122,32.45,23.41,72.15,27.85,368,7.6,,,,,,,,0.96,,,,,0.46,10.55,21.73,28.85,4.75,115.20,193.45,,1.82,6.73,2.91,20.82,0.53,5.63,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C087,2013012246,Sy60_IBOG/1/COMPOST/REF/<15/,Syneco,Belgium,com,n,2013,,green,green,n,,,8.71,405,< 15.3003809029826,17.74844185,0.431034483,31.25,20.16,64.5,35.5,506.65,3.1,,,,,,,,0.78,,,,,1.07,15.00,25.48,56.95,11.70,127.35,253.25,,1.54,5.71,2.73,18.88,0.40,7.25,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C088,2013012622,Sy82_WEST/1/COMPOST/REF/<10/,Syneco,Belgium,com,n,2013,,green,green,n,,,8.11,776,< 16.3029106890686,217.6438577,0.037453184,41.9,30.08,71.8,28.2,427.15,12.5,,,,,,,,1.21,,,,,0.49,13.35,29.11,36.40,5.60,137.45,185.55,,2.12,10.89,2.93,22.06,0.56,6.86,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C089,2013013972,Sy98_IVBO/1/COMPOST/REF/<20/,Syneco,Belgium,com,n,2013,,green,green,n,,,5.79,755,< 14.806490276948,304.1253103,0.024342746,31,24.66,79.55,20.45,424.5,8.35,,,,,,,,1.19,,,,,0.54,11.90,26.27,41.75,9.35,132.90,147.90,,2.00,9.93,3.86,22.30,0.51,2.90,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C090,2013014580,Sy109_IOK/1/COMPOST/REF/<10/,Syneco,Belgium,com,n,2013,,green,green,n,,,7.485,464.5,< 16.3657174877838,124.5431101,0.065703022,31.95,22.72,71.1,28.9,429.7,9.45,,,,,,,,0.97,,,,,0.75,11.35,25.06,37.20,4.90,205.50,161.95,,1.61,6.86,3.15,15.20,0.31,6.03,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C091,2013014584,Sy121_AALT/1/COMPOST/REF/<20/,Syneco,Belgium,com,n,2013,,green,green,n,,,7.87,486,21.90995965,110.7479992,0.197836167,29.65,20.80,70.15,29.85,416.4,3.95,,,,,,,,1.05,,,,,0.49,11.00,17.81,33.60,5.70,114.20,176.40,,1.77,7.64,3.40,17.07,0.29,5.57,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C092,2013014622,Sy136_IGEAN/1/COMPOST/REF/<20/,Syneco,Belgium,com,n,2013,,green,green,n,,,6.205,669.5,< 19.4614813495759,245.214665,0.03968254,39.95,26.89,67.3,32.7,381.75,13.3,,,,,,,,0.93,,,,,0.96,12.80,26.86,55.05,6.45,153.80,153.65,,1.46,6.00,2.28,14.70,0.37,5.71,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C093,2013019100,Sy146_IBOG/2/COMPOST/EXP/<15/,Syneco,Belgium,com,n,2013,,green,green,n,,,8.87,1040,46.11391289,174.4308879,0.264367816,30.4,15.64,51.45,48.55,581.65,7.7,,,,,,,,1.42,,,,,0.92,15.25,29.26,67.80,6.25,177.55,241.00,,2.57,14.71,3.39,23.21,0.49,7.37,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C094,2013019125,Sy155_IMOG/2/COMPOST/REF/<15/,Syneco,Belgium,com,n,2013,IMOG,green,green,n,,,8.65,1474.5,< 19.1658724808257,467.6472885,0.020491803,38.7,19.64,50.75,49.25,514.05,13.2,,,,,,,,1.93,,,,,0.68,11.70,30.57,33.55,6.55,163.00,225.80,,3.35,21.76,4.87,26.06,0.94,5.84,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C095,2014002081,Sy175_IVAR/1/COMPOST/REF/<20/,Syneco,Belgium,com,n,2014,,green,green,n,,,8.995,966,59.34177775,441.4052783,0.134438306,28.2,17.81,63.15,36.85,487,5.6,,,,,,,,1.45,,,,,0.64,11.20,29.29,44.35,6.95,147.25,186.85,,2.49,9.90,3.85,19.74,0.45,6.09,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C096,2014002431,Sy200_IVBO/2/COMPOST/REF/<20/,Syneco,Belgium,com,n,2014,,green,green,n,,,8.73,952,53.97780703,57.92740267,0.931818182,33.75,16.88,50,50,531.7,5.75,,,,,,,,1.64,,,,,0.35,12.85,36.88,31.15,7.20,133.25,168.25,,2.67,10.72,3.83,25.20,0.70,5.35,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C097,2014002492,Sy209_WEST/2/COMPOST/REF/<15/,Syneco,Belgium,com,n,2014,,green,green,n,,,8.83,1271,< 14.4191251815818,577.197581,0.012490632,28.65,16.63,58.05,41.95,597.35,2.75,,,,,,,,1.30,,,,,0.42,20.35,42.59,51.75,7.15,168.10,206.15,,2.77,10.66,3.48,25.55,0.78,7.77,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C098,2014002503,Sy219_IGEAN/2/COMPOST/REF/<20/,Syneco,Belgium,com,n,2014,,green,green,n,,,8.71,885.5,< 20.9330005823561,360.04761,0.029069767,39.4,20.67,52.45,47.55,455.4,11,,,,,,,,1.50,,,,,0.89,15.60,28.15,39.55,6.85,150.30,177.55,,2.51,5.03,2.44,10.56,0.27,3.21,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C099,2014004161,Sy233_IOK/2/COMPOST/REF/<10/,Syneco,Belgium,com,n,2014,,green,green,n,,,8.55,765.5,151.0100986,31.79159971,4.75,26.3,13.58,51.65,48.35,548.1,7.85,,,,,,,,1.22,,,,,0.74,9.65,29.11,35.25,3.90,193.75,162.10,,1.96,8.90,4.38,20.25,0.33,6.63,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C100,2014004165,Sy244_AALT/2/COMPOST/REF/<20/,Syneco,Belgium,com,n,2014,,green,green,n,,,8.7,786,97.5636695,283.9470947,0.343598055,26.7,16.62,62.25,37.75,523.6,5.25,,,,,,,,1.15,,,,,0.48,11.70,20.51,35.00,4.40,113.50,171.90,,1.96,8.12,2.64,15.20,0.34,6.05,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C101,2014004167,Sy252_IVM/2/COMPOST/REF/<20/,Syneco,Belgium,com,n,2014,,green,green,n,,,8.61,1319.5,< 18.9945663193858,630.8095475,0.015055706,30.95,15.77,50.95,49.05,516.65,12,,,,,,,,1.43,,,,,0.49,11.70,26.05,35.45,5.05,134.10,220.25,,2.50,9.63,3.65,20.05,0.55,5.17,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C102,2014008440,Sy267_IBOG/3/COMPOST/REF/0-30/,Syneco,Belgium,com,n,2014,,green,green,n,,,8.69,536.5,< 17.7710295254993,20.25897366,0.438596491,31.5,17.14,54.4,45.6,517.2,2.2,,,,,,,,1.09,,,,,0.98,11.65,26.54,45.55,5.75,149.25,237.05,,1.76,6.11,4.47,27.17,1.17,6.52,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C103,2014009645,Sy278_IMOG/3/COMPOST/REF/0-15/,Syneco,Belgium,com,n,2014,IMOG,green,green,n,,,8.905,809.5,< 21.5950165612182,260.4358997,0.04145937,42.2,25.89,61.35,38.65,377.4,2.95,,,,,,,,1.38,,,,,0.59,13.85,28.07,31.10,6.20,160.70,250.20,,2.31,9.65,6.46,35.45,1.04,5.94,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C104,2014010223,Sy291_IVAR/2/COMPOST/REF/<20/,Syneco,Belgium,com,n,2014,,green,green,n,,,8.71,1107.5,43.99501969,312.3079938,0.140870617,34.8,19.04,54.7,45.3,484.1,4.05,,,,,,,,1.51,,,,,0.90,11.10,30.14,50.75,6.10,197.25,222.85,,2.64,10.92,4.50,21.71,0.50,2.94,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C105,2014011214,Sy302_IVBO/3/COMPOST/REF/<20/,Syneco,Belgium,com,n,2014,,green,green,n,,,8.58,436.5,< 20.5660496680383,74.86042079,0.137362637,31.15,14.87,47.75,52.25,509.15,0.9,,,,,,,,1.08,,,,,0.55,9.10,21.22,49.35,4.70,157.30,202.00,,1.72,3.79,4.62,23.12,0.40,2.20,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C106,2014011218,Sy313_WEST/3/COMPOST/REF/<15/,Syneco,Belgium,com,n,2014,,green,green,n,,,8.575,1659,124.0183582,420.0574745,0.295241403,26.1,15.24,58.4,41.6,586.8,1.25,,,,,,,,1.25,,,,,0.60,13.30,35.73,33.30,7.70,177.10,217.75,,2.68,9.74,3.45,28.05,0.78,3.77,6.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C107,2014012195,Sy319_IVM/3/COMPOST/REF/<20/,Syneco,Belgium,com,n,2014,,green,green,n,,,8.53,486,< 17.4269766112547,145.6895245,0.059808612,30.55,20.82,68.15,31.85,421,3.1,,,,,,,,0.87,,,,,0.46,9.90,18.53,30.40,4.30,112.00,176.05,,1.59,3.94,2.30,15.52,0.43,4.55,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C108,2014012199,Sy330_IGEAN/3/COMPOST/REF/<20/,Syneco,Belgium,com,n,2014,,green,green,n,,,8.81,370,< 19.1409063563696,76.75503449,0.124688279,33.5,17.07,50.95,49.05,512.7,1.7,,,,,,,,0.93,,,,,1.01,11.20,26.25,50.85,5.40,158.95,201.25,,1.30,3.53,3.06,20.89,0.39,6.56,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C109,2014012201,Sy335_IVAR/3/COMPOST/REF/<20/,Syneco,Belgium,com,n,2014,,green,green,n,,,8.655,597.5,< 19.6510175788178,< 19.6510175788178,1,35.05,19.45,55.5,44.5,458.45,2.35,,,,,,,,1.21,,,,,0.82,10.35,23.45,40.00,4.90,152.80,201.80,,1.81,5.45,3.63,19.38,0.45,5.83,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C110,2014012203,Sy342_IOK/3/COMPOST/REF/<10/,Syneco,Belgium,com,n,2014,,green,green,n,,,7.255,593.5,< 20.701934274878,285.4796737,0.036258158,32.05,17.90,55.85,44.15,432.45,24.55,,,,,,,,0.80,,,,,0.76,9.95,24.89,30.25,3.90,166.70,154.95,,1.17,3.22,2.85,13.89,0.18,5.91,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C111,2014012670,Sy358_AALT/3/COMPOST/REF/<20/,Syneco,Belgium,com,n,2014,,green,green,n,,,8.815,678,< 20.9291780682724,165.7590903,0.063131313,37.15,18.15,48.85,51.15,489.05,3.45,,,,,,,,1.17,,,,,0.51,10.15,22.99,30.50,5.10,121.60,183.85,,1.85,5.30,3.01,22.53,0.49,5.02,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C112,,SYLVA farm compost,PhD Jarinda Viaene,Belgium,farm,n,2014,SYLVA,manure,manure,n,,,8.07,667,58.82352941,8.169934641,7.2,16.8,10.28,61.2,38.8,710,4.8,0,,,,,,,0.65,,,,,,,,,,,,,1.70,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C113,,Widar farm compost,PhD Jarinda Viaene,Belgium,farm,n,2014,Widar,manure,manure,n,,,7.65,975,209.0729783,966.469428,0.216326531,41.2,20.89,50.7,49.3,488,3.2,0,,,,,,,1.40,,,,,,,,,,,,,3.20,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C114,,Bolhuis farm compost sc B,PhD Jarinda Viaene,Belgium,farm,n,2015,Bolhuis,manure,manure,n,,,8.8,1625,441.2532637,4759.791123,0.092704334,53.4,20.45,38.3,61.7,391,6.9,2,,,,,,,2.62,,,,,,,,,,,,,4.40,22.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C115,,Bolhuis farm compost sc C,PhD Jarinda Viaene,Belgium,farm,n,2015,Bolhuis,manure,manure,n,,,8.6,1328,188.6409736,1423.935091,0.132478632,50.4,24.85,49.3,50.7,330,10.1,2,,,,,,,2.06,,,,,,,,,,,,,3.20,18.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C116,,Cabbage compost,PhD Jarinda Viaene,Belgium,farm,n,2013,ILVO farm composting,farm_plant,green,n,,,8.7,715,19.35483871,0,2.2212,27.4,12.74,46.5,53.5,617,12,,51.4,29.8,3.20,,,25.1,0.71,,,,,,,,,,,,,1.69,7.05,1.67,13.41,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C117,,Leek compost,PhD Jarinda Viaene,Belgium,farm,n,2013,ILVO farm composting,farm_plant,green,n,,,8.6,548,9.975062344,0,0.9008,35.7,14.32,40.1,59.9,563,10,,46.3,26.4,3.10,,,23.5,0.79,,,,,,,,,,,,,1.54,6.24,1.68,12.85,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C118,,Leek compost heath,PhD Jarinda Viaene,Belgium,farm,n,2014,ILVO farm composting,peat,green,n,,,7.4,247,< 99.1350467173908,< 99.1350467173908,1,47.9,15.04,31.4,68.6,514,3.3,,24.1,17.4,1.00,,,40.3,1.24,,,,,,,,,,,,,1.14,5.88,1.43,8.76,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C119,,Leek compost strawberry,PhD Jarinda Viaene,Belgium,farm,n,2014,ILVO farm composting,peat,green,n,,,7.8,340,644.7368421,< 196.120382256454,6.574909091,71.4,16.28,22.8,77.2,492,2.7,,29.3,15.5,1.40,,,32.9,1.41,,,,,,,,,,,,,2.29,10.66,3.52,22.80,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
